Index,Category,Condition,Paragraphe,Reference,Module_GPR,Anticholinergics,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul,Inducteur_enz,Anticholinergic_Central,Hypoglycemia
Atenolol [TENORMINE],Contrôle des intéractions médicamenteuses :,Co-prescription antihypertenseur centraux (rilmenidine/moxonidine/clonidine/methyldopa) et antécédant d'insuffisance cardiaque :,"Attention ! Interaction faisant l’objet d’une ASSOCIATION DECONSEILLE [Thésaurus de l’ANSM, oct 2020] pour cause de diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux, préjudiciable en cas d’insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Atenolol [TENORMINE],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Si cette association est intentionnelle, elle ne doit se faire que sous surveillance clinique et ECG étroite, en particulier chez le sujet âgé, sinon préconiser l'arrêt du [Diltiazem/Vérapamil/Sotalol].",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Atorvastatine [TAHOR],Contrôle des indications et stratégie thérapeutique :,Prévention primaire (dyslipidémie) chez les plus de 80 ans :,"Absence de preuve formelle de l’efficacité des statines sur la réduction de la mortalité toutes causes chez les sujets âgés de plus de 80 ans à faible risque cardiovasculaire en prévention primaire. Effets indésirables musculo-squelettiques(myalgies, myopathies, rhabdomyolyse), et risque d’atteintes hépatiques. Privilégier l’abstention thérapeutique.","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Atorvastatine [TAHOR],Contrôle des indications et stratégie thérapeutique :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose. A reprendre.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Atorvastatine [TAHOR],Contrôle des posologies :,"Autre mention que ""le soir"" :","La production de cholestérol étant plus élevé la nuit, privilégier une prise de la statine le soir pour une meilleure efficacité.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Atorvastatine [TAHOR],Contrôle des intéractions médicamenteuses :,En association avec Diltiazem ou Vérapamil :,"Attention, risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse et dénutrition, par diminution du métabolisme hépatique de l'hypocholestérolémiant par le [Diltiazem/Vérapamil] (inhibition du CYP 3A4). Revoir la balance bénéfice risque chez le patient MUPA d’un traitement par statine, privilégier une autre statine non concernée par ce type d’interaction (ex : Rosuvastatine).",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Atrovent [Ipratropium],Contrôle des indications et stratégie thérapeutique :,"Posologie : « dès les premiers symptômes, inhaler 1 à 2 bouffées à renouveler quelques minutes plus tard si besoin » :","Traitement symptomatique de la crise d’asthme ou des exarcerbations au cours de la maladie asthmatique ou de la BPCO, en complément d'un bêta-2 mimétique d'action rapide et de courte durée par voie inhalée. A reprendre.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Atrovent [Ipratropium],Contrôle des indications et stratégie thérapeutique :,Posologie : « 1 à 2 bouffées 2 à 4 fois par jour réparties régulièrement dans la journée. » :,Traitement symptomatique continu du bronchospasme réversible au cours de la bronchopneumopathie chronique obstructive. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Azathioprine [IMUREL],Contrôle des indications et stratégie thérapeutique :,Antécédent de greffe (co-prescription corticoïde et/ou autres agents immunosuppresseurs) :,Prévention du rejet du greffon. Médicament hématotoxique et hépatotoxique à surveiller (NFS et bilan hépatique). À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Azathioprine [IMUREL],Contrôle des indications et stratégie thérapeutique :,Antécédent de maladie auto-immune sévère :,Prise en charge de [Insérer la maladie auto-immune]. Médicament hématotoxique et hépatotoxique à surveiller (NFS et bilan hépatique). À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Azathioprine [IMUREL],Contrôle des indications et stratégie thérapeutique :,Antécédent de maladie inflammatoire chroniques intestinales modéré à sévère :,Prise en charge de [la maladie de Crohn/rectocolite hémorragique]. Médicament hématotoxique et hépatotoxique à surveiller (NFS et bilan hépatique). À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Azathioprine [IMUREL],Contrôle des intéractions médicamenteuses :,Co-prescription d'un inhibiteur de la xanthine oxydase (allopurinol/febuxostat) :,"Attention ! L'association entre l'azathioprine et [l'allopurinol/le febuxostat] fait l'objet d'une association contre-indiqué [Thésaurus de l'ANSM, 2020]. La xanthine oxydase constitue l'une  des voies d'éliminations de la mercaptopurine (= substance active de l'azathioprine). Son inhibition mène, alors, au surdosage plasmatique de la mercaptopurine et ainsi une augmentation de sa toxicité hématologique et hépatique. Préconiser l'arrêt [de l'allopurinol/du febuxostat].",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Azathioprine [IMUREL],Contrôle des intéractions médicamenteuses :,Co-prescription phenythoïne/fosphenythoïne :,"Attention ! L'association entre l'azathioprine et la [phénytoïne/phosphénytoïne] fait l'objet d'une association déconseillé [Thésaurus de l'ANSM, 2020]. Par risque de survenue de convulsions par diminution de l'absorption digestive de la seule [phénytoïne/phosphénytoïne] par le cytotoxique, ou bien risque de majoration de la toxicité ou de perte d'efficacité du cytotoxique par augmentation de son métabolisme hépatique par la [phénytoïne/phosphénytoïne]. Réévaluer la balance bénéfice-risque de cette association.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Timolol / Brinzolamide [AZARGA],Contrôle des indications et stratégie thérapeutique :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,"RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol / Brinzolamide [AZARGA],Contrôle des posologies :,Si DFG < 30 ml/min :,Attention ! Médicament contre-indiqué chez le patient insuffisant rénale sévère. Préconiser de substituer ce médicament par un collyre ne contenant pas d'inhibiteur de l'anhydrase carbonique.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol / Brinzolamide [AZARGA],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) :,Fréquence cardiaque à ... batt/min. Préconiser l'arrêt temporaire de ce médicament en privilégiant les collyres ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol / Brinzolamide [AZARGA],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme ou de BPCO :,Attention médicament contre-indiqué en cas d’asthme ou de BPCO. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol / Brinzolamide [AZARGA],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol / Brinzolamide [AZARGA],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Bambuterol [OXEOL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'asthme ou de BPCO :,Prise en charge symptomatique continu de l'asthme ou de la BPCO. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Bambuterol [OXEOL],Contrôle des posologies :,DFG < 50 ml/min :,"Avec un DFG inférieur à 50 ml/min, la dose doit être diminué de moitié (comprimés sécables).",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'alcoolisme (spécialité = BACLOCUR) :,"Prise en charge de la réduction de la consommation d'alcool, après échec des autres traitements médicamenteux disponibles, chez les patients ayant une dépendance à l'alcool et une consommation d'alcool à risque élevé (> 60 g/jour pour les hommes ou > 40 g/jour pour les femmes). Médicament à l'origine d'hypotensions orthostatiques et Médicament dépresseur du SNC responsable d'asthénie et d'altération de l'équilibre majorant le risque de chute. À réévaluer la balance bénéfice-risque.",RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des indications et stratégie thérapeutique :,"Antécédent de spasticité (sclérose en plaque, affection médullaire, etc…) (spécialité = LIORESAL) :","Prise en charge des contractures spastiques [de la sclérose en plaque/des affections médullaires (d'étiologie infectieuse, dégénérative, traumatique, néoplasique)/d'origine cérébrale]. Médicament à l'origine d'hypotensions orthostatiques et Médicament dépresseur du SNC responsable d'asthénie et d'altération de l'équilibre majorant le risque de chute. À poursuivre selon la balance bénéfice-risque chez la personne âgée.",RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des posologies :,DFG < 80 ml/min :,DFG inférieur à 80 ml/min la posologie usuelle doit être réduite d'1/3.,RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des posologies :,DFG < 50 ml/min :,DFG inférieur à 50 ml/min la posologie usuelle doit être réduite de moitié.,RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des posologies :,DFG < 30 ml/min :,DFG inférieur à 30 ml/min la posologie usuelle doit être réduite de 2/3.,RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des précautions d'emplois :,Patient admis aux urgences pour idées et comportements suicidaires :,"Chez les patients présentant ou ayant présenté des troubles psychiatriques, et en particulier des idées et comportements suicidaires avec risque de passage à l'acte, un épisode dépressif caractérisé ou des antécédents de tentative de suicide, préconiser une réévaluation des bénéfices et les risques de la poursuite du baclofène. Il est recommandé d'arrêter le traitement par BACLOCUR en cas d'apparition ou d'aggravation de symptômes psychiatriques, d'idées ou de comportements suicidaires.",RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des précautions d'emplois :,Patient admis aux urgences pour insuffisance respiratoire (PaO2 < 60 mmHg) :,Attention ! Médicament aggravant l’insuffisance respiratoire.,RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des précautions d'emplois :,Patient admis aux urgences pour désorientation ou syndrome confusionnel :,"Attention ! Confusion, désorientation, somnolence et altération du niveau de conscience sont des signes de surdosages qui ont été observés chez des patients atteints d'insuffisance rénale prenant du baclofène par voie orale à des doses supérieures à 5 mg par jour. À prendre en considération.",RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des précautions d'emplois :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,RCP du médicament,Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Baclofene [BACLOCUR / LIORESAL],Contrôle des intéractions médicamenteuses :,"Co-prescription L-DOPA (MODOPAR, SINEMET ou STALEVO) :","L'association entre le baclophène et le lévodopa est à risque d’aggravation du syndrome parkinsonien ou d’effets indésirables centraux (hallucinations visuelles, état confusionnel, céphalées). À prendre en compte.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,1,0,0,0,0,1,1,0,0,0
Beclométhasone [RINOCLENIL],Contrôle des indications et stratégie thérapeutique :,Par défaut :,"Prise en charges des rhinites allergiques perannuelles ou saisonnières, ou des rhinites inflammatoires chroniques à éosinophiles. À poursuivre si besoin.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Betahistine [LECTIL],Contrôle des indications et stratégie thérapeutique :,Par défaut :,Traitement symptomatique du vertige itératif avec ou sans signe cochléaire. A reprendre si besoin.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Betamethasone [DIPROSONE],Contrôle des indications et stratégie thérapeutique :,Par défaut :,Corticothérapie locale dans le traitement des dermatites. A reprendre si besoin.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des indications et stratégie thérapeutique :,Antécédent d'HTA (posologie max = 60 mg/j réparties dans la journée) :,"Prise en charge de l'HTA. Bêta-bloquant non cardiosélectif et sans ASI (= effet bradycardisant au repos plus important et asthénie plus importante). Pour la tension, privilégier les bétabloquants avec une ASI (ex : pindolol, si asthme ou BPCO : acébutolol). Préconiser une diminution à la plus petite posologie avant le switch vers un autre bêta-bloquant.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des indications et stratégie thérapeutique :,Antécédent d'angor (posologie = de 15 à 45 mg/j) :,Prophylaxie des crises d'angor d'effort. À poursuivre. ,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des posologies :,DFG < 20 ml/min et posologie > 10 mg/j :,"DFG inférieur à 20 ml/min, la posologie maximale journalière est de 10 mg/j. Préconiser une diminution de la posologie.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) et bêta-bloquant indiqué pour la tension :,"Fréquence cardiaque à ... batt/min. Préconiser de revoir la posologie du bêta-bloquant ou de privilégier un traitement par bêta-bloquant avec ASI (ex : Pindolol ou, si antécédent d'asthme ou de BPCO légère à modéré : Acébutolol). ",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) et bêta-bloquant indiqué pour l'angor :,Fréquence cardiaque à ... batt/min. Préconiser de revoir la posologie du bêta-bloquant.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme sévère ou de BPCO sévère :,"Attention médicament contre-indiqué en cas d’asthme ou de BPCO sévère. En cas de contre-indication aux bêta-bloquants, le Vérapamil est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,"Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. En cas de contre-indication aux bêta-bloquants, le Vérapamil (UNIQUEMENT si le patient dispose d'un pacemaker) est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [KERLONE],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Si cette association est intentionnelle, elle ne doit se faire que sous surveillance clinique et ECG étroite, en particulier chez le sujet âgé, sinon préconiser l'arrêt du [Diltiazem/Vérapamil/Sotalol].",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [BETOPTIC],Contrôle des indications et stratégie thérapeutique :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [BETOPTIC],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) :,Fréquence cardiaque à ... batt/min. Préconiser l'arrêt temporaire de ce médicament en privilégiant les collyres ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [BETOPTIC],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme ou de BPCO :,Attention médicament contre-indiqué en cas d’asthme ou de BPCO. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [BETOPTIC],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Betaxolol [BETOPTIC],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Bezafibrate [BEFIZAL],Contrôle des indications et stratégie thérapeutique :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose en cas d’intolérance ou de contre-indication aux statines. Reconfirmer ce cas d’intolérance ou de contre-indication. En effet, à l’exception du Gemfibrozil, aucun fibrate n’a démontré une réduction de la morbimortalité dans la prévention secondaire des cardiopathies ischémiques.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Bezafibrate [BEFIZAL],Contrôle des indications et stratégie thérapeutique :,Antécédent d’hypertriglycéridémie :,Prise en charge de l’hypertriglycéridémie. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Bezafibrate [BEFIZAL],Contrôle des intéractions médicamenteuses :,Co-prescription Statine :,"Attention, la co-prescription d’une statine et d’un fibrate est au minimum À DECONSEILLER (Thésaurus de l’ANSM, 2020), et ce d’autant plus chez le patient MUPA, à cause du risque d'addition d'effets indésirables (dose-dépendants) à type de rhabdomyolyse et de dénutrition. En cas de prévention secondaire du risque cardiovasculaire, privilégier uniquement la statine, sinon uniquement le fibrate.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Bilastine [BILASKA],Contrôle des indications et stratégie thérapeutique :,Antécédent de rhinite allergiue ou d'urticaire :,Prise en charge de la rhinite allergique ou de l’urticaire. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Bimatoprost [LUMIGAN],Contrôle des indications et stratégie thérapeutique :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Biperidène [AKINETON],Contrôle des indications et stratégie thérapeutique :,Antécédent de maladie de Parkinson :,"Prise en charge de la maladie de Parkinson. Les anticholinergiques antiparkinsoniens sont moins utilisés dans le traitement de la maladie de Parkinson en raison d’un rapport bénéfice/risque faible : effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accommodation , tachycardie) et centraux (troubles confusionnels, risque d'aggravation d'une détérioration intellectuelle dans les démences). Privilégier le traitement de 1ère intention chez le sujet de plus de 65 ans : La L-DOPA.","RCP du médicament, Beers List 2019 American Geriatrics Society, VIDAL Recos, REMEDI[e]S Limoge CRPV",Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Biperidène [AKINETON],Contrôle des indications et stratégie thérapeutique :,Co-prescription neuroleptique :,"Anticholinergique antiparkinsonien indiqué dans le syndrome pseudo-parkinsonien induit par les neuroleptiques. Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accommodation , tachycardie) et centraux (troubles confusionnels). Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine. À éviter chez la personne âgée.","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Biperidène [AKINETON],Contrôle des contre-indications et précautions d'emplois :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser un arrêt de la bipéridène en privilégiant, en cas de syndrome pseudo-parkinsonien, un neuroleptique atypique à posologie minimale efficace. Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine.","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Biperidène [AKINETON],Contrôle des contre-indications et précautions d'emplois :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser un arrêt de la bipéridène en privilégiant, en cas de syndrome pseudo-parkinsonien, un neuroleptique atypique à posologie minimale efficace. Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine.","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Biperidène [AKINETON],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient admis aux urgences pour globe vésical. Préconiser un arrêt de la bipéridène en privilégiant, en cas de syndrome pseudo-parkinsonien, un neuroleptique atypique à posologie minimale efficace. Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine.",RCP du médicament,Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Biperidène [AKINETON],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour décompensation cardiaque :,"Médicament contre-indiqué chez ce patient admis aux urgences pour décompensation cardiaque. Préconiser un arrêt temporaire de la bipéridène. Réévaluer sa reprise en privilégiant, en cas de syndrome pseudo-parkinsonien, un neuroleptique atypique à posologie minimale efficace. Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine. ",RCP du médicament,Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Biperidène [AKINETON],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une  addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accommodation , tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.","Thesaurus de l'ANSM (Oct 2020), Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Biperidène [AKINETON],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique du bipéridene. À réévaluer.,Thesaurus de l'ANSM (Oct 2020),Unchecked,1,0,0,1,0,0,0,0,0,0,1,0
Bisoprolol [BISOCE / CARDENSIEL / DETENSIEL],Contrôle des indications et stratégie thérapeutique :,Antécédent d’HTA :,Prise en charge de l’HTA. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Bisoprolol [BISOCE / CARDENSIEL / DETENSIEL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'angor :,Prophylaxie des crises d'angor d'effort. A poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Bisoprolol [BISOCE / CARDENSIEL / DETENSIEL],Contrôle des indications et stratégie thérapeutique :,Antécédent d’infarctus du myocarde :,Traitement médicamenteux post-infarctus (Protocole BASIC) quelle que soit la pression artérielle et la fonction ventriculaire gauche. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Bisoprolol [BISOCE / CARDENSIEL / DETENSIEL],Contrôle des indications et stratégie thérapeutique :,Antécédent d’insuffisance cardiaque :,Prise en charge de l’insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)]. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Bisoprolol [BISOCE / CARDENSIEL / DETENSIEL],Contrôle des indications et stratégie thérapeutique :,Antécédent de tachyarythmie cardiaque (incluant FA) (HORS AMM) :,Prise en charge symptomatique de la [tachycardie auriculaire/fibrillation auriculaire/flutter auriculaire/extrasystole ventriculaire/tachycardie jonctionnelle/ tachycardie ventriculaire/erethisme cardiaque]. A poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
