Index,Category,Condition,Paragraphe,Source,Anticholinergics,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul,Inducteur_enz,Anticholinergic_Central,Hypoglycemia
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,Co-prescription Nifédipine :,Attention ! L'association du Diltiazem avec la Nifédipine fait l'objet d'une association contre-indiqué à cause de l'augmentation importante des concentrations plasmatiques de la nifédipine par diminution de son métabolisme hépatique due à l’inhibition du CYP 3A4 par le diltiazem. Ce surdosage plasmatique mène à un risque majoré d'hypotension sévère. Préconiser l'arrêt de l'un de la nifédipine en privilégiant un inhibiteur calcique peu métabolisé par le 3A4 (ex: Amlodipine).,Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,Co-prescription Amiodarone :,"Attention ! L'association du Diltiazem avecl'amiodarone fait l'objet d'une précaution d'emploi à cause de l'augmentation des concentrations plasmatiques del'amiodarone par diminution de son métabolisme hépatique due à l’inhibition du CYP 3A4 par le diltiazem. Ce surdosage plasmatique mène à une majoration du risque de bradycardie ou de bloc auriculo- ventriculaire, notamment chez les personnes âgées. Réévaluer la balance-bénéfice risque du Diltiazem.",Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,Co-prescription Atorvastatine ou Simvastatine :,Attention ! L'association du Diltiazem avec [l'atorvastatine/la simvastatine] fait l'objet d'une précaution d'emploi à cause de l'augmentation des concentrations plasmatiques de [l'atorvastatine/la simvastatine] par diminution de son métabolisme hépatique due à l’inhibition du CYP 3A4 par le diltiazem. Ce surdosage plasmatique mène à une majoration du risque d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse. À surveiller.,Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,Co-prescription Tamsulosine :,"Attention ! L'association du Diltiazem avec le tamsulosine fait l'objet d'une précaution d'emploi à cause de l'augmentation des concentrations plasmatiques de [l'atorvastatine/la simvastatine] par diminution de son métabolisme hépatique due à l’inhibition du CYP 3A4 par le diltiazem. Ce surdosage plasmatique mène à une majoration du risque d'effets indésirables (concentration-dépendants) à type d'hypotension orthostatique et, par conséquent, de chute. À surveiller.",Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,"Co-prescription Ciclosporine, Everolimus, Sirolimus, Tacrolimus, Temsirolimus :","Attention ! L'association du Diltiazem avec [la Ciclosporine/ l'Everolimus/ le Sirolimus/le Tacrolimus/ le Temsirolimus] fait l'objet d'une précaution d'emploi à cause de l'augmentation des concentrations plasmatiques de  [la Ciclosporine/ l'Everolimus/ le Sirolimus/le Tacrolimus/ le Temsirolimus] par diminution de son métabolisme hépatique due à l’inhibition du CYP 3A4 par le diltiazem. Ce surdosage plasmatique mène à une majoration du risque d'effets indésirables (concentration-dépendants), notamment hématotoxique. À surveiller.",Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,Co-prescription GYNERGEN (Ergotamine) ou DIERGOSPRAY (Dihydroergotamine) :,Attention ! L'association du Diltiazem avec les alcaloïdes de l'ergot de seigle indiqués dans la migraine fait l'objet d'une association contre-indiqué à cause de l'augmentation du risque d'ergotisme avec possibilité de nécrose des extrémités par diminution du métabolisme hépatique  de l'alcaloïde de l'ergot de seigle due à l’inhibition du CYP 3A4 par le diltiazem.,Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,Co-prescription Ivabradine :,"Attention ! L'association du Diltiazem avec l'ivabradine fait l'objet d'une association contre-indiqué à cause de l'augmentation des concentrations plasmatiques de l'ivabradine par diminution de son métabolisme hépatique due à l’inhibition du CYP 3A4 par le diltiazem. Ce surdosage plasmatique mène à une augmentation des effets indésirables de l'ivabradine, notamment cardiaques, qui s’ajoutent aux effets bradycardisants du diltiazem. Préconiser l'arrêt de l'ivabradine.",Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],Contrôle des intéractions médicamenteuses :,Co-prescription Pimozide :,"Attention ! L'association du Diltiazem avec le Pimozide fait l'objet d'une association contre-indiqué à cause de l'augmentation des concentrations plasmatiques du pimozide par diminution de son métabolisme hépatique due à l’inhibition du CYP 3A4 par le diltiazem. Ce surdosage plasmatique mène à un risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.  Préconiser l'arrêt de l'un des deux médicaments en réévaluant les balances bénéfice-risques.",Réglé,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des indications :,Antécédent d'insuffisance cardiaque avec fibrillation auriculaire :,Prise en charge de la fibrillation auriculaire dans un contexte d'insuffisance cardiaque [Si possible indiqué le % de FEVG ou la classe NYHA)]. À poursuivre.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des indications :,Antécédent de FA paroxysitique ou persistante symptomatique :,Prise en charge de la fibrillation/flutter auriculaire paroxystique ou persistante symptomatique  malgré le contrôle de la fréquence cardiaque.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des posologies :,"Posologie > 0,125 mg/j et DFG > 30 ml/min :","Attention ! En raison de la baisse physiologique de la fonction rénale et de la sensibilité augmenté à la digoxine, la posologie chez le sujet âgé est de maximum 0,125 mg/j. Rappel : Les signes de surdosages sont anorexie, nausées, vomissements, diarrhée. Préconiser une diminution de la posologie à 0,125 mg/j.",Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des posologies :,"Posologie > 0,125 mg tous les 2 jours et DFG < 30 ml/min et pas de digoxinémie :","Attention ! Chez ce patient au DFG inférieur à 30 ml/min, la posologie est à adapter selon la digoxinémie, par défaut la posologie d'entretien recommandé est de 0,125 mg tous les 2 jours . Rappel : Les signes de surdosages sont anorexie, nausées, vomissements, diarrhée. À défault d'avoir une digoxinémie ou si digoxinémie supérieur à 1,2  µM/L (nM/mL) , préconiser une diminution de la posologie à  0,125 mg tous les 2 jours.",Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des posologies :,"Digoxinémie > 1,2 µM/L (nM/mL) :","Attention ! La digoxinémie est supérieure à  1,2  µM/L (nM/mL) chez un sujet âgé. Rappel : Les signes de surdosages sont anorexie, nausées, vomissements, diarrhée. Préconiser une diminution de la posologie à 0,125 mg/j. Préconiser une diminution de la posologie à [0,125/j, 0,125 tous les 2 jours].",Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré non appareillé :,Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré non appareillé. À réévaluer.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des contre-indications et précautions d'emplois :,"Antécédent de tachycardie atriale ou ventriculaire, fibrillation ventricualire ou atrial lorsqu'elle associé à un syndrome de Wolff-Parkinson-White :",Attention ! Médicament contre-indiqué chez ce patient présentant [ une tachycardie atriale/une tachycardie  ventriculaire/ une fibrillation ventricualire/ une fibrillation atrial associé à un syndrome de Wolff-Parkinson-White]. À réévaluer.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une hypokaliémie :,"Attention ! Le patient présente une hypokaliémie (Kaliémie à … mmol/L le ../../.....). La toxicité de la digoxine est fortement augmenté en cas d'hypokaliémie. Rappel : Les signes de surdosages sont anorexie, nausées, vomissements, diarrhée. Réévaluer le maintien de la digoxine tant que la kaliémie n'est pas corrigée.",Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie :,Attention ! Le patient est en bradycardie [indiquer la FC]. Préconiser de revoir la posologie du diltiazem.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des intéractions médicamenteuses :,Co-prescritpion hypokaliémiant (consulter la liste ci-dessous) :,"La toxicité de la digoxine étant fortement augmenté en cas d'hypokaliémie, préconiser un contrôle strict de la kaliémie lors de la co-prescrition de médicaments hypokaliémiants tel(s) que [Insérer les médicaments hypokaliémiants co-prescrit].",Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des intéractions médicamenteuses :,Co-prescription Sels de Calcium [CALCIFORTE / CACIT / CALCIDOSE / CALTRATE / FLIXICAL / OROCAL/etc...] :,Attention ! L'association de la digoxine avec des sels de calcium administré par voie orale fait l'objet d'une précaution d'emploi à cause d'un risque accru de troubles du rythme graves. Privilégier les ampoules de vitamine D (type ZYMAD 80000UI si IMC supérieur à 30 ou 50000UI si IMC inférieure à 30) : 1 ampoule tous les mois pour une meilleure observance (ex : Tous les 1ers du mois)  avec un apport en calcium préférentiellement alimentaire. ,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des intéractions médicamenteuses :,Co-prescription Carbamazépine :,Attention ! L'association de la carbamzépine et de la digoxine fait l'objet d'une précaution d'emploi par risque d'augmentation des concentrations plasmatiques de carbamazépine et diminution de la digoxinémie. À réévaluer.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des intéractions médicamenteuses :,Co-prescription Midordine [GUTRON] :,Attention ! L'association de la midodrine (GUTRON) et de la digoxine fait l'objet d'une interaction médicamenteuse de type : ASSOCIATION DÉCONSEILLÉE pour risque accru de troubles de l'automatisme (majoration de l'effet bradycardisant de la midodrine) et troubles de la conduction auriculo-ventriculaire.  À réévaluer.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des intéractions médicamenteuses :,Co-prescription Amiodarone :,"Attention ! L'association de l'amiodarone et de la digoxine fait l'objet d'une précaution d'emploi par risque de dépression de l'automatisme (bradycardie excessive) et troubles de la conduction auriculo-ventriculaire. De plus, augmentation de la digoxinémie par diminution de la clairance de la digoxine. À réévaluer.",Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des intéractions médicamenteuses :,Co-prescription IPP :,Attention ! L'association de d'un IPP et de la digoxine fait l'objet d'une précaution d'emploi par risque d'augmentation modérée de la digoxinémie par majoration de son absorption par l'oméprazole. À réévaluer.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Digoxine [DIGOXINE NATIVELLE/HEMIGOXINE NATIVELLE],Contrôle des intéractions médicamenteuses :,Co-prescription Verapmil :,Attention ! L'association du verapamil et de la digoxine fait l'objet d'une précaution d'emploi par risque de bradycardie excessive et bloc auriculo-ventriculaire par majoration des effets de la digoxine sur l'automatisme et la conduction et par diminution de l'élimination rénale et extrarénale de la digoxine. À réévaluer.,Réglé,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Dipyridamol [PERSANTINE],0,À l’exclusion de l'utilisation de la voie injectable pour exploration fonctionnelle cardiovasculaire :,Médicament à risque de vasodilatation et d’hypotension orthostatique avec risque de chutes. Privilégier l’aspirine (clopidogrel si intolérance ou contre-indication).,(À TRAITER),0,1,0,0,0,1,0,0,0,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des indications :,Antécédent d’arythmie sans précision :,"Prévention des récidives des troubles ventriculaires ou supraventriculaires documentés. Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accommodation  , tachycardie) et centraux (troubles confusionnels). Attention un allongement du QT supérieur à 480 ms, impose une diminution/interruption du traitement [HAS FA 2018]. Privilégier un autre antiarythmique (ex : sotalol, amiodarone) en concertation avec un cardiologue.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des indications :,Antécédent de FA :,"Prise en charge de la FA symptomatique, paroxystique ou persistante, malgré le contrôle de la fréquence cardiaque. Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accommodation  , tachycardie) et centraux (troubles confusionnels). Attention un allongement du QT supérieur à 480 ms, impose une diminution/interruption du traitement. Privilégier un autre antiarythmique (ex : sotalol, amiodarone) en concertation avec un cardiologue.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des posologies :,Posologie > 250 mg/j :,"Attention ! Chez le patient de plus de 70 ans, la posologie doit être réduite de moitié. Balance bénéfice-risque à réévaluer.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emplois :,"Antécédent d’insuffisance cardiaque , d’insuffisance coronarienne (angor) , d’infarctus du myocarde ou de trouble de la conduction (ex : BAV ou Bloc de branche) :",Attention ! Médicament contre-indiqué chez ce patient présentant [une insuffisance cardiaque/ une insuffisance coronarienne/ un infarctus du myocarde/ un bloc de branche gauche complet/ un bloc bifasciculaire/ un bloc auriculo-ventriculaire du 2ème et du 3ème degré]. Revoir la prescription par un cardiologue.,(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emplois :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt du disopyramide. Si un traitement pharmacologique est nécessaire, le disopyramide étant le seul antiarythmique anticholinergique, privilégier n'importe quel autre antiarythmique en rescpectant les contre-indications.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emplois :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt du disopyramide. Si un traitement pharmacologique est nécessaire, le disopyramide étant le seul antiarythmique anticholinergique, privilégier n'importe quel autre antiarythmique en rescpectant les contre-indications.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour globe vésical,"Médicament anticholinergique contre-indiqué chez ce patient. Réévaluer le traitement par disopyramide. Privilégier un ISRS, IRSNa ou la miansérine/mirtazapine. Si un traitement pharmacologique est nécessaire, le disopyramide étant le seul antiarythmique anticholinergique, privilégier n'importe quel autre antiarythmique en rescpectant les contre-indications.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des intéractions médicamenteuses :,Co-prescription de médicament torsadogène (voir liste des torsadogènes) :,"Attention médicament torsadogène [contre-indiqué avec le [Citalopram, Escitalopram, Dompéridone, Hydroxyzine][déconseillé avec les autres torsadogènes de la liste de l'ANSM] à cause du risque d’allongement du QT menant à une torsade de pointe.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une   addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accommodation  , tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,"Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose, d'une part, à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de la disopyramide. D'autre part, les anticholinestérasiques sont bradycardisants, augmentant le risque de torsade de pointe avec la disopyramide. À réévaluer.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des indications :,Patient souffrant de nausées et/ou vomissements sans précision :,Prise en charge symptomatique de nausées et/ou vomissements. Médicament cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe) à prendre en compte. Kaliémie et fréquence cardiaque à surveiller. À poursuivre si besoin.,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des indications :,Patient souffrant de nausées et/ou vomissements dans le cadre d'une chimiothérapie :,Prévention des nausées et vomissments retardées induits par les médicaments antimitotiques. Médicament cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe) à prendre en compte. Kaliémie et fréquence cardiaque à surveiller. À poursuivre si besoin.,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des indications :,Patient souffrant de nausées et/ou vomissements dans le cadre d'une radiothérapie :,Prévention des nausées et vomissments induits par une radiothérapie. Médicament cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe) à prendre en compte. Kaliémie et fréquence cardiaque à surveiller. À poursuivre si besoin. ,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des indications :,Antécédent de migraine :,Prise en charge symptomatique de nausées et/ou vomissements dans le cadre d'une migraine. Médicament cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe) à prendre en compte. Kaliémie et fréquence cardiaque à surveiller. À poursuivre si besoin. ,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des posologies :,Posologie > 30 mg/j :,"Attention, pour toute indication chez l'adulte, la posologie journalière maximale recommandé est de 30 mg/j avec une recommandation de diminution de la dose chez le sujet âgé. Préconiser une diminution de la posologie. ",Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des posologies :,Traitement d'une durée supérieur à 7 jours :,"Attention, pour toute indication chez l'adulte, la durée de traitement maximale recommandée est de 7 jours. Réévaluer la balance-bénéfice risque d'une prolongation de la durée de traitement recommandé chez ce patient de plus de 75 ans.  ",Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des posologies :,DFG < 30 ml/min et fréquence d'administration ≥ 3 fois par jour :,"Attention, en d'insuffisance rénale sévère, la fréquence d'administration de la dompéridone doit être réduite à une ou deux prise(s) par jour. ",Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des contre-indications et précautions d'emplois :,"Chez le patient atteint d’une cardiopathie (pas HTA), notamment insuffisance cardiaque congestive :","Médicament torsadogène contre-indiqué chez ce patient présentant une comorbidité cardiovasculaire [Indiquer laquelle]. Préconiser l’arrêt immédiat de la dompéridone. Si un traitement pharmacologique est nécessaire, privilégier, en l'absence de contre-indication, un traitement par dompéridone.",Réglé,1,3,3,1,1,1,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des contre-indications et précautions d'emplois :,Patient en bradycardie :,Attention ! Médicament fortement torsadogène contre-indiqué en cas de bradycardie. Fréquence cardiaque à X battements/minute le X/X/202X. Préconiser l'arrêt immédiat de la dompéridone tant que la fréquence cardiaque n'est pas corrigé. ,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des contre-indications et précautions d'emplois :,Patient en hypokaliémie :,Attention ! Médicament fortement torsadogène contre-indiqué en cas d'hypokaliémie. Kaliémie à X mmol/L le X/X/202X. Préconiser l'arrêt immédiat de la dompéridone tant que la kaliémie n'est pas corrigé. ,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour méléna :,Attention ! Médicament contre-indiqué chez les patients présentant une hémorragie gastro-intestinale ou une perforation digestive du fait d'une stimulation augmenté de la motricité gastro-intestinale des antidopaminergiques. Réévaluer la balance bénéfice-risque.,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des intéractions médicamenteuses :,Co-prescription fluconazole  :,"Attention ! L'association de la dompéridone avec le fluconazole, inhibiteur modéré du CYP 3A4, fait l'objet d'une CONTRE-INDICATION par augmentation des concentrations plasmatiques de la dompéridone du fait d'une diminution de son métabolisme hépatique (CYP3A4) par l’inhibiteur, entrainant un risque accru de cardiotoxicité par allongement du QT.",Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des intéractions médicamenteuses :,Co-prescription inhibiteurs puissants du 3A4  :,"Attention ! L'association de la dompéridone avec [Insérer le médicament], inhibiteur puissant du CYP 3A4, fait l'objet d'une CONTRE-INDICATION par augmentation des concentrations plasmatiques de la dompéridone du fait d'une diminution de son métabolisme hépatique (CYP3A4) par l’inhibiteur, entrainant un risque accru de cardiotoxicité par allongement du QT.",Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Domperidone [MOTILIUM],Contrôle des intéractions médicamenteuses :,Co-prescription d’un médicament torsadogène :,Attention ! Médicament torsadogène contre-indiqué chez ce patient traité [insérer l'autre médicament torsadogène] pour cause de majoration du risque d’allongement du QT entrainant un risque de torsade de point. Préconiser l’arrêt immédiat de la dompéridone en privilégiant un autre antiémétique dépourvu de cardiotoxicité (ex : Métoclopramide).,Réglé,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Donepezil [ARICEPT],Contrôle des indications :,Antécédent de maladie d'Alzheimer :,Prise en charge symptomatique de la maladie d'Alzheimer dans les formes légères à modérées. À poursuivre selon le rapport bénéfice-risque.,Réglé,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donepezil [ARICEPT],Contrôle des contre-indications et précautions d'emplois :,Antécédent d'asthme ou de BPCO :,"Attention ! Du fait d'une activité cholinomimétique, les inhibiteurs de la cholinestérase sont responsables de bronchoconstrictions pouvant aggraver les symptômes et les exacerbations de l'asthme et de la BPCO, ainsi que perturber le mécanisme d'action des anticholinergiques inhalés. Réévaluer la balance-bénéfice risque.",Réglé,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donepezil [ARICEPT],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie :,Attention ! Le patient est en bradycardie [indiquer la FC]. Préconiser une diminution de la posologie de l'anticholinestérasique.,Réglé,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donepezil [ARICEPT],Contrôle des intéractions médicamenteuses :,Co-prescription bêta-bloquant avec antécédent d’insuffisance cardiaque :,"Attention ! En cas d'insuffisance cardiaque, l'association d'un bêta-bloquant avec un anticholinestérasique expose à un risque de bradycardie excessive par addition des effets bradycardisants des deux médicaments. À surveiller et réévaluer la balance bénéfice-risque.",Réglé,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donepezil [ARICEPT],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinergique :,Attention ! La co-prescription d'un anticholinergique [Indiquer lequel] expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique du/de la [nom du médoc anticholinergique]. À réévaluer.,Réglé,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donepezil [ARICEPT],Contrôle des intéractions médicamenteuses :,Co-prescription de médicament torsadogène (voir liste des torsadogènes) :,"Attention médicament torsadogène [contre-indiqué avec le [Citalopram, Escitalopram, Dompéridone, Hydroxyzine][déconseillé avec les autres torsadogènes de la liste de l'ANSM] à cause du risque d’allongement du QT menant à une torsade de pointe.",Réglé,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dorzolamide [TRUSOPT],Contrôle des indications :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorzolamide [TRUSOPT],Contrôle des posologies :,Si DFG < 30 ml/min :,Attention ! Médicament contre-indiqué chez le patient insuffisant rénale sévère. Privilégier un traitement par inhibiteur de prostaglandine  (ex : Monoprost).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dosulepine [PROTHIADEN],Contrôle des indications :,Aucun antécédent retrouvé dans le dossier médical :,"Traitement de 2nd intention, voir 3ème, dans les épisodes dépressifs majeurs caractérisés (selon le DSM-V). Pas d’antécédent dans le dossier médical. Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane) sédatif et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chute. Revoir l’indication et la balance bénéfice-risque.",(À TRAITER),1,3,2,0,1,1,0,0,0,1,1,0,1,0
Dosulepine [PROTHIADEN],Contrôle des indications :,Antécédent d'épisode dépressif majeur : ,"Traitement de 2ème ou 3ème intention des épisodes dépressifs majeurs caractérisés (selon le DSM-V) résistantes. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Sertraline ou la Miansérine).",(À TRAITER),1,3,2,0,1,1,0,0,0,1,1,0,1,0
Dosulepine [PROTHIADEN],Contrôle des contre-indications et précautions d'emplois :,Antécédent épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,2,0,1,1,0,0,0,1,1,0,1,0
