Index,Condition,Paragraphe,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul
Clotiazepam,Prises réparties dans la journée et antécédent de troubles cognitifs :,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chutes. Préconiser un arrêt progressif en privilégiant; en cas de nécessité d’une approche pharmacologique; pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseurs (Sertraline ou Miansérine).,0,0,0,1,0,0,0,0,0,0
Clotiazepam,Poso > 5 mg/jour,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Pas de preuve d’efficacité supérieure aux doses supérieurs à 5 mg/j avec majoration des troubles cognitifs et confusionnels et majoration du risque de chute. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance; ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.,0,0,0,1,0,0,0,0,0,0
Clotiazepam,A rajouter si Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée,Potentialisation des effets indésirables (troubles cognitifs;  syndrome confusionnel; troubles de la vigilance; chutes) sans augmentation de l’efficacité.,0,0,0,1,0,0,0,0,0,0
Clotiazepam,A rajouter pour patient admis aux urgences pour insuffisance respiratoire.,Attention ! Médicament aggravant l’insuffisance respiratoire.,0,0,0,1,0,0,0,0,0,0
Clotiazepam,ATCD de sevrage alcoolique,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. A reprendre.,0,0,0,1,0,0,0,0,0,0
Clozapine [LEPONEX],Par défaut :,Médicament à l’origine d’hypotension orthostatique (antagoniste alpha 1) et; par conséquent; de chute. Médicament sédatif (antagoniste H1) et anticholinergique périphérique et central (=confusiogène) et aussi à l’origine de modification de l’ECG. La Clozapine est à prendre en compte dans le risque de chute de la personne âgée.,3,3,0,1,0,0,0,0,1,1
Clozapine [LEPONEX],Rappel : ,La clozapine est sujet à des troubles hématologiques (Leucopénie; neutropénie; éosinophilie; leucocytose; agranulocytose (peu fréquent mais grave))  checker la NFS. Sujet aussi à la prise de poids++  checker le poids. Sujet à l’élévation des transaminases  Checker bilan hépatique. La clozapine est sujette aussi à un risque de myocardite (surtout les 2 premiers mois). A rajouter l’un de ces éléments si pertinent.,3,3,0,1,0,0,0,0,1,1
Codeine [CODOLIPRANE; CODAFALGAN] ,(À TRAITER),(À TRAITER),1,1,0,1,0,0,0,0,0,0
Colchicine [COLCHIMAX],(À TRAITER),(À TRAITER),1,1,0,0,0,0,0,0,0,0
Cyamemazine [TERCIAN],Par défaut :,Médicament anticholinergique; antidopaminergique; antiadrénergique et antihistaminique centrale déconseillée chez les sujets âgés qui; du fait de leur plus grande sensibilité; présentent un risque accru d'hypotension orthostatique; de vertiges; de sédation; de confusion; d'effets extrapyramidaux avec troubles de la marche; le tout majorant le risque de chute.,3,3,1,1,1,0,0,0,1,1
Cyamemazine [TERCIAN],A rajouter si le patient est atteint d’une hypertrophie bénigne de la prostate (traité par alfusozine; tamsulosine; permixon; tadenan; finastéride; dutastéride ou combodart);ou présentant un antécédent de glaucome à angle fermé ou qui est admis aux urgences pour globe vésical,Médicament anticholinergique contre-indiqué chez ce patient [atteint d’une hypertrophie bénigne de la prostate/ présentant un antécédent de glaucome à angle fermé/ admis aux urgences pour globe vésical]. Préconiser l’arrêt de la clomipramine. Privilégier un ISRS; IRSNa ou la miansérine/mirtazapine. Prégabaline si indication douleurs neuropathiques.,3,3,1,1,1,0,0,0,1,1
Cyamemazine [TERCIAN],A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,3,3,1,1,1,0,0,0,1,1
Cyamemazine [TERCIAN],A rajouter si patient épileptique,Attention ! Médicament abaissant le seuil épileptogène.,3,3,1,1,1,0,0,0,1,1
Dabigatran [PRADAXA],150 mg 2/j chez le sujet  < 80 ans ou 110mg 2/j chez le sujet  > 80 ans,Prévention des [complications cérébrovasculaires suite au diagnostic d’une FA. / récidives des évènements thromboemboliques sous forme de TVP ou d’EP.] Posologie adaptée. A reprendre.,0,0,0,0,0,0,0,0,0,0
Dabigatran [PRADAXA],150 mg 2/j chez le sujet  > 80 ans OU traité par vérapamil,Attention; cette posologie n’est pas recommandée dans la prévention des [complications cérébrovasculaires suite au diagnostic d’une FA. / récidives des évènements thromboemboliques sous forme de TVP ou d’EP]. Chez le sujet de plus de 80 ans; la posologie est de 110 mg; 2 fois par jour.,0,0,0,0,0,0,0,0,0,0
Dabigatran [PRADAXA],150 mg 2/j chez le sujet  entre 75 et 80 ans OU DFG entre 30 et 50 ml/min OU a un risque augmenté de saignement,Prévention des [complications cérébrovasculaires suite au diagnostic d’une FA. / récidives des évènements thromboemboliques sous forme de TVP ou d’EP.] Une réduction posologique à 220 mg par jour peut-être à envisager chez le patient [entre 75 et 80 ans/ avec un DFG entre 30 et 50 ml/min].,0,0,0,0,0,0,0,0,0,0
Dabigatran [PRADAXA],Rappel interactions médicamenteuses,Association déconseillée avec l’apixaban : AINS; Inducteurs enzymatiques anticonvulsivants; rifampicine; fluconazole et Inhibiteur puissant du 3A4. Précaution d’emploi : Amiodarone.,0,0,0,0,0,0,0,0,0,0
Glycerol/Paraffine/Vaseline [DEXERYL],Par défaut :,Traitement d’appoint des états de sécheresse cutanée de certaines dermatoses telles que la dermatite atopique. A reprendre selon besoin,0,0,0,0,0,0,0,0,0,0
Diazepam [VALIUM],Prise uniquement au coucher,Prise en charge (hors AMM) de l’insomnie. Médicament à l’origine de troubles confusionnels et de chutes. Privilégier des benzodiazépines à demi-vie courte (ex : Oxazépam) à posologie minimale efficace.  Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Prise dans la journée sans antécédent d’anxiété,Prise en charge des manifestations anxieuses sévères et/ou invalidantes. Pas d’ATCD dans le dossier médical. Médicament à l’origine de troubles confusionnels. Privilégier des BZD à demi-vie courte chez la personne âgée (ex : Oxazépam). Attention au risque d’abus et de dépendance; ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Prises réparties dans la journée et antécédent de troubles cognitifs :,Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chutes. Préconiser un arrêt progressif en privilégiant; en cas de nécessité d’une approche pharmacologique; pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseurs (Sertraline ou Miansérine).,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],A rajouter si Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée,Potentialisation des effets indésirables (troubles cognitifs; syndrome confusionnel; troubles de la vigilance; chutes) sans augmentation de l’efficacité.,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],A rajouter pour patient admis aux urgences pour insuffisance respiratoire.,Attention ! Médicament aggravant l’insuffisance respiratoire.,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],ATCD de sevrage alcoolique,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. Privilégier des benzodiazépines à demi-vie courte chez la personne âgée (ex : Alprazolam).,1,1,0,1,1,0,0,0,0,0
Sels de Potassium [DIFFU-K; KALEORID],Avec co-prescription d’un hypokaliémiant ou avec un déficit potassique,Supplémentation en potassium. Réadapter la posologie selon la kaliémie. ,0,0,0,0,0,0,1,0,0,0
Sels de Potassium [DIFFU-K; KALEORID],Sans co-prescription d’un hypokaliémiant,Attention; la supplémentation potassique est indiquée dans les hypokaliémies; en particulier médicamenteuses. Aucun médicament dans le traitement du patient n’est hypokaliémiant.  A revoir la pertinence du DIFFU-K.,0,0,0,0,0,0,1,0,0,0
Sels de Potassium [DIFFU-K; KALEORID],Sans co-prescription d’un hypokaliémiant MAIS Avec co-prescription d’un hyperkaliémiant,Attention; la supplémentation potassique est indiquée dans les hypokaliémies; en particulier médicamenteuses. Aucun médicament dans le traitement du patient n’est hypokaliémiant.  En outre; le [médicament hyperkaliémiant] est un médicament hyperkaliémiant dont l’association est déconseillée (Thésaurus ANSM 2020) avec les sels de potassium. A revoir la pertinence du DIFFU-K.,0,0,0,0,0,0,1,0,0,0
Sels de Potassium [DIFFU-K; KALEORID],Chez le patient hémodyalisé,Supplémentation potassique chez le patient insuffisant rénal chronique hémodyalisé. A pousuivre et adapter selon la kaliémie.,0,0,0,0,0,0,1,0,0,0
Desloratadine [AERIUS],Par défaut :,Prise en charge de la rhinite allergique ou de l’urticaire. A reprendre.,0,0,0,0,0,0,0,0,0,0
Diosmectite [SMECTA],Par défaut :,Prise en charge de la diarrhée. A reprendre si besoin.,0,0,0,0,0,0,0,0,0,0
Diltiazem,(À TRAITER),(À TRAITER),0,1,0,0,0,0,0,1,0,0
Digoxine [HEMIGOXIN],(À TRAITER),(À TRAITER),1,1,0,0,0,0,0,1,0,0
Dipyridamol,À l’exclusion de la voie injectable pour exploration fonctionnelle cardiovasculaire,Médicament à risque de vasodilatation et d’hypotension orthostatique avec risque de chutes. Privilégier l’aspirine (clopidogrel si intolérance ou contre-indication).,1,0,0,0,1,0,0,0,0,0
Disopyramide,(À TRAITER),(À TRAITER),1,2,0,0,1,0,0,1,0,0
Domperidone,(À TRAITER),(À TRAITER),0,1,1,0,0,0,0,0,1,0
Donepezil,(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,1,0,0
Dosulepine,Aucun antécédent retrouvé dans le dossier médical.,Traitement de 2nd intention; voir 3ème; dans les épisodes dépressifs majeurs caractérisés (selon le DSM-V). Pas d’antécédent dans le dossier médical. Médicament anticholinergique (avec effets périphériques et centraux); cardiotoxique (effet stabilisant de membrane) sédatif et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent; de chute. Revoir l’indication et la balance bénéfice-risque.,3,2,0,1,1,0,0,0,1,1
Dosulepine,A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,3,2,0,1,1,0,0,0,1,1
Dosulepine,A rajouter si co-prescription de tramadol/lithium/millepertuis,Attention; le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].,3,2,0,1,1,0,0,0,1,1
Dosulepine,A rajouter si le patient est atteint d’une hypertrophie bénigne de la prostate (traité par alfusozine; tamsulosine; permixon; tadenan; finastéride; dutastéride ou combodart);ou présentant un antécédent de glaucome à angle fermé ou qui est admis aux urgences pour globe vésical,Médicament anticholinergique contre-indiqué chez ce patient [atteint d’une hypertrophie bénigne de la prostate/ présentant un antécédent de glaucome à angle fermé/ admis aux urgences pour globe vésical]. Préconiser l’arrêt de la clomipramine. Privilégier un ISRS; IRSNa ou la miansérine/mirtazapine. Prégabaline si indication douleurs neuropathiques.,3,2,0,1,1,0,0,0,1,1
Doxepine,Aucun antécédent retrouvé dans le dossier médical.,Traitement de 2nd intention; voir 3ème; dans les épisodes dépressifs majeurs caractérisés (selon le DSM-V). Pas d’antécédent dans le dossier médical. Médicament anticholinergique (avec effets périphériques et centraux); cardiotoxique (effet stabilisant de membrane) sédatif et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent; de chute. Revoir l’indication et la balance bénéfice-risque.,3,3,0,1,1,0,0,0,1,1
Doxepine,A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,3,3,0,1,1,0,0,0,1,1
Doxepine,A rajouter si co-prescription de tramadol/lithium/millepertuis,Attention; le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].,3,3,0,1,1,0,0,0,1,1
Doxepine,A rajouter si le patient est atteint d’une hypertrophie bénigne de la prostate (traité par alfusozine; tamsulosine; permixon; tadenan; finastéride; dutastéride ou combodart);ou présentant un antécédent de glaucome à angle fermé ou qui est admis aux urgences pour globe vésical,Médicament anticholinergique contre-indiqué chez ce patient [atteint d’une hypertrophie bénigne de la prostate/ présentant un antécédent de glaucome à angle fermé/ admis aux urgences pour globe vésical]. Préconiser l’arrêt de la clomipramine. Privilégier un ISRS; IRSNa ou la miansérine/mirtazapine. Prégabaline si indication douleurs neuropathiques.,3,3,0,1,1,0,0,0,1,1
Doxylamine,A rajouter si le patient est atteint d’une hypertrophie bénigne de la prostate (traité par alfusozine; tamsulosine; permixon; tadenan; finastéride; dutastéride ou combodart);ou présentant un antécédent de glaucome à angle fermé ou qui est admis aux urgences pour globe vésical,Médicament anticholinergique contre-indiqué chez ce patient [atteint d’une hypertrophie bénigne de la prostate/ présentant un antécédent de glaucome à angle fermé/ admis aux urgences pour globe vésical]. Préconiser l’arrêt de la clomipramine. Privilégier un ISRS; IRSNa ou la miansérine/mirtazapine. Prégabaline si indication douleurs neuropathiques.,3,2,0,1,1,0,0,0,0,0
Droperidol,(À TRAITER),(À TRAITER),0,0,1,1,0,0,0,0,1,1
Droperidol,A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,0,0,1,1,0,0,0,0,1,1
Duloxetine [CYMBALTA],Aucun antécédent retrouvé dans le dossier médical.,Prise en charge d’un épisode dépressif majeur caractérisé (selon le DSM-V); de TOC; de phobie sociale; d’un trouble anxieux généralisé ou de trouble panique. Pas d’antécédent dans le dossier médical. Médicament hyponatrémiant (à surveiller chez le sujet âgé).,0,1,0,0,0,0,0,0,0,0
Duloxetine [CYMBALTA],Si DFG < 30 ml/min :,Attention ! Médicament contre-indiqué chez ce patient avec une DFG à … ml/min.,0,1,0,0,0,0,0,0,0,0
Duloxetine [CYMBALTA],A rajouter si le patient est épileptique,Attention; médicament abaissant le seuil épileptogène.,0,1,0,0,0,0,0,0,0,0
Duloxetine [CYMBALTA],A rajouter si co-prescription de tramadol/lithium/millepertuis,Attention; le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].,0,1,0,0,0,0,0,0,0,0
Econazole,(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,0,0
Enalapril,Antécédent d’HTA (seule ou en association fixe CORENITEC),Prise en charge de l’HTA. Attention médicament hyperkaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,0,0,0,0,0,0,0,0,0,0
Enalapril,Antécédent d’insuffisance cardiaque,Prise en charge de l’insuffisance cardiaque. Attention médicament hyperkaliémiant.  A reprendre.,0,0,0,0,0,0,0,0,0,0
Enalapril,A rajouter en cas de co-prescription de Lithium,La vasodilatation de l’artériole rénale efférente par l’énalapril est responsable d’une insuffisance rénale pouvant augmenter les concentrations de lithium et mener à un surdosage faisant ainsi l’objet d’une ASSOCIATION DECONSEILLEE entre l’énalapril et le lithium (Thésaurus de l’ANSM 2020).,0,0,0,0,0,0,0,0,0,0
Enalapril,A rajouter en cas de co-prescription d’AINS; Colchicine et Digoxine,La vasodilatation de l’artériole rénale efférente par l’énalapril est responsable d’une insuffisance rénale nécessitant une précaution d’emploi avec [la digoxine/la colchicine/les AINS].,0,0,0,0,0,0,0,0,0,0
Enalapril,A rajouter en cas de co-prescription de Gliptines; Inhibiteurs de mTOR ou Racécadotril,Attention ! L’association entre l’énalapril et [Gliptines/Inhibiteurs de mTOR/Racécadotril] est déconseillée (Thésaurus de l’ANSM 2020) et à risque de majoration de la survenue d’une réaction vasculaire à type d’angio-oedème de la face et du cou pouvant être fatal. Il convient de rechercher des antécédents de survenue de cet effet et de mesurer la nécessité de cette association.,0,0,0,0,0,0,0,0,0,0
Enalapril,A rajouter si co-prescription d’un ARA II,Attention ! Co-prescription d’un autre médicament inhibant le système rénine-angiotensine : [Nom du médicament]. Risque d’insuffisance rénale et d’hyperkaliémie; d’hypotension et de syncopes; sans effet bénéfique prouvé sur la réduction de la mortalité cardio‐vasculaire. ,0,0,0,0,0,0,0,0,0,0
Eplerenone,Utilisé pour traitement de l’HTA,L’éplérénone est indiqué (voir RCP) uniquement en complément des traitements standards dans l’insuffisance cardiaque gauche de classe NYHA stade II (chronique) avec FEVG ≤ 30 % ou après un infarctus du myocarde récent. Pas d’antécédent d’insuffisance cardiaque dans le dossier médical. Revoir l’indication.,0,0,0,0,0,0,1,0,0,0
Eplerenone,Utilisé pour traitement de l’insuffisance cardiaque avec FEVG ≤ 35 %,Prise en charge de l’insuffisance cardiaque chronique avec FEVG ≤ 35 % ou après un infarctus du myocarde récent. A reprendre.,0,0,0,0,0,0,1,0,0,0
Escitalopram [SEROPLEX],Aucun antécédent retrouvé dans le dossier médical.,Prise en charge d’un épisode dépressif majeur caractérisé (selon le DSM-V); de TOC; de phobie sociale; de trouble anxieux généralisé ou de trouble panique. Pas d’antécédent dans le dossier médical. Médicament cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe). Privilégier un autre ISRS dépourvu de cardiotoxicité (ex : Sertraline ou Miansérine).,0,0,1,0,0,0,0,0,0,1
Escitalopram [SEROPLEX],A rajouter si la poso est > 10 mg/j,Attention; chez le sujet âgé la posologie journalière maximum est de 10 mg/j.,0,0,1,0,0,0,0,0,0,1
Escitalopram [SEROPLEX],A rajouter si le patient est atteint d’une hypertrophie bénigne de la prostate (traité par alfusozine; tamsulosine; permixon; tadenan; finastéride; dutastéride ou combodart);ou présentant un antécédent de glaucome à angle fermé ou qui est admis aux urgences pour globe vésical,Médicament anticholinergique contre-indiqué chez ce patient [atteint d’une hypertrophie bénigne de la prostate/ présentant un antécédent de glaucome à angle fermé/ admis aux urgences pour globe vésical]. Préconiser l’arrêt de la clomipramine. Privilégier un ISRS; IRSNa ou la miansérine/mirtazapine. Prégabaline si indication douleurs neuropathiques.,0,0,1,0,0,0,0,0,0,1
Escitalopram [SEROPLEX],A rajouter si patient épileptique :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,0,0,1,0,0,0,0,0,0,1
Escitalopram [SEROPLEX],A rajouter si co-prescription de tramadol/lithium/millepertuis,Attention; le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].,0,0,1,0,0,0,0,0,0,1
Escitalopram [SEROPLEX],A rajouter si co-prescription d’(es)oméprazole,Attention ! Interaction médicamenteuse avec l’(es)oméprazole; risque majoré de troubles du rythme ventriculaire; notamment de torsades de pointes par diminution du métabolisme hépatique de l’escitalopram par l’(es)oméprazole (Inhibition du CYP 2C19). Préconiser soit l’arrêt de l’IPP si son utilisation n’est pas justifiée; soit remplacer l’escitalopram par un autre ISRS (ex : Sertraline ou Miansérine).,0,0,1,0,0,0,0,0,0,1
Escitalopram [SEROPLEX],A rajouter si co-prescription d’un médicament torsadogène,Attention ! Médicament torsadogène contre-indiqué chez ce patient  traité [ajouter le médicament torsadogène en question] pour cause de majoriation du risque d’allongement du QT entrainant un risque de torsade de point.  Préconiser l’arrêt immédiat du citalopram en privilégiant un autre ISRS dépourvu de cardiotoxicité (ex : Sertraline ou Miansérine).,0,0,1,0,0,0,0,0,0,1
Esomeprazole [INEXIUM],Sans antécédent AVEC  prescription  de Kardegic,Pas d’indication aux IPP au long cours (RGO avec œsophagite; corticothérapie avec épigastralgie; hernie hiatale) dans le dossier médical. Pour rappel; le Kardegic n’est pas considéré comme AINS à la posologie AAP. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose;  hypoMn; diarrhée associée à C. difficile; carence en vit B12; infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.,0,0,0,0,1,0,0,0,0,0
Esomeprazole [INEXIUM],Sans antécédent SANS prescription de Kardegic,Pas d’indication aux IPP au long cours (RGO avec œsophagite; corticothérapie avec épigastralgie; hernie hiatale) dans le dossier médical. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose;  hypoMn; diarrhée associée à C. difficile; carence en vit B12; infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.,0,0,0,0,1,0,0,0,0,0
Esomeprazole [INEXIUM],A rajouter si antécédent de RGO sans œsophagite,Dans le RGO sans œsophagite; les IPP sont indiqués uniquement pour 4 semaines max.,0,0,0,0,1,0,0,0,0,0
Esomeprazole [INEXIUM],Avec indication au long cours (Prévention RGO en présence d’œsophagite; Traitement d’entretien de l’ulcère duodénal; Hernie Hiatal; Syndrome de Zollinger-Ellison; Corticothérapie au long cours avec épigastralgie) :,[Prévention de RGO en présence d’œsophagite./Traitement d’entretien de l’ulcère duodénal. / Prise en charge du syndrome de Zollinger-Ellison./ Traitement des épigastralgies lors d’un traitement par corticothérapie au long cours.] A reprendre. Attention prendre en compte et anticiper les effets indésirables importants des IPP au long cours : ostéoporose; hypomagnésémie; diarrhée associée à C. difficile; carence en vitamine B12; infections pulmonaires…,0,0,0,0,1,0,0,0,0,0
Esomeprazole [INEXIUM],A rajouter si co-prescription clopidogrel,Attention ! L’ésoméprazole inhibe le métabolisme hépatique (CYP 2C19) du clopidogrel nécessaire à son activation (pro-drogue). Risque d’inefficacité médicamenteuse.,0,0,0,0,1,0,0,0,0,0
Esomeprazole [INEXIUM],A rajouter si co-prescription (es)citalopram,Attention ! Augmentation du risque de torsade de pointe de l’(es)citalopram par diminution de son élimination hépatique due à l’inhibition du CYP 2C19 par l’ésoméprazole.,0,0,0,0,1,0,0,0,0,0
Esomeprazole [INEXIUM],A rajouter si co-prescription : méthotrexate > 20 mg/semaine,Attention ! Risque d’augmentation de la toxicité du méthotrexate par diminution de son élimination rénale par l’ésoméprazole.,0,0,0,0,1,0,0,0,0,0
Etifoxine [STRESAM],Par défaut :,Indiqué dans les manifestations psychosomatiques de l'anxiété. Dans une étude réalisée à la demande de l’ANSM; l’étifoxine; n’a pas montré d’efficacité versus placebo. A revoir la balance bénéfice/risque.,0,0,0,1,0,0,0,0,0,0
EUPHYTOSE,Par défaut :,Prise en charge de l’anxiété. Hors livret; n’est pas remboursable.,0,0,0,0,0,0,0,0,0,0
Famotidine,(À TRAITER),(À TRAITER),0,1,0,0,0,0,0,0,0,0
Febuxostat [ADENURIC],Avec ATCD de goutte,Prise en charge du traitement de la goutte. Uricémie cible inférieure à 360 µmol/l; voire 300 µmol/l. A reprendre.,0,0,0,0,0,0,0,0,0,0
Febuxostat [ADENURIC],En présence de comorbidité cardiovasculaire sévère,Prise en charge du traitement de la goutte. Le patient présente une comorbidité cardiovasculaire sévère. Privilégier; par conséquent; un traitement par allopurinol.,0,0,0,0,0,0,0,0,0,0
Fenofibrate,Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable); SCC (=Angor stable); AIT; AVC ischémique; AOMI),Prévention; secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date]; des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose en cas d’intolérance ou de contre-indication aux statines. Reconfirmer ce cas d’intolérance ou de contre-indication. En effet; à l’exception du Gemfibrozil; aucun fibrate n’a démontré une réduction de la morbimortalité dans la prévention secondaire des cardiopathies ischémiques.,0,0,0,0,0,0,0,0,0,0
Fenofibrate,Antécédent d’hypertriglycéridémie,Prise en charge de l’hypertriglycéridémie. A reprendre. ,0,0,0,0,0,0,0,0,0,0
Fenofibrate,Co-prescription Statine,Attention; la co-prescription d’une statine et d’un fibrate est au minimum à DECONSEILLER (Thésaurus de l’ANSM; 2020); et ce d’autant plus chez le patient MUPA; à cause du risque d'addition d'effets indésirables (dose-dépendants) à type de rhabdomyolyse et de dénutrition. En cas de prévention secondaire du risque cardiovasculaire; privilégier uniquement la statine; sinon uniquement le fibrate.,0,0,0,0,0,0,0,0,0,0
Fenofibrate,Co-prescription ézétimibe,Attention ! L’association entre le fénofibrate et l’ézétimibe fait l’objet d’une ASSOCIATION DECONSEILLEE (Thésaurus de l’ANSM; 2020) par risque de lithiase biliaire due à l’augmentation de l’excrétion biliaire du cholestérol.,0,0,0,0,0,0,0,0,0,0
Fentanyl [DUROGESIC],Avec co-prescription de laxatif,Prise en charge des douleurs importantes. A reprendre si besoin.,1,1,0,1,0,0,0,0,0,0
Fentanyl [DUROGESIC],Sans co-prescription de laxatif,Prise en charge des douleurs importantes. Préconiser la co-prescription d’un laxatif osmotique (MACROGOL ou LACTULOSE) en parallèle des antalgiques de palier 3.,1,1,0,1,0,0,0,0,0,0
Sels de Fer [FUMAFER; TARDYFERON; ASCOFER],Sans insuffisance cardiaque,Prise en charge de l'anémie (par carence martiale ou en cas d’IRC). Le Fer per os est mal toléré et mal absorbé chez le sujet âgé. Privilégier du Fer injectable en hospitalisation (Venofer 300mg toutes les 48h).,0,0,0,0,0,0,0,0,0,0
Sels de Fer [FUMAFER; TARDYFERON; ASCOFER],Avec insuffisance cardiaque,Le Fer per os est mal toléré et mal absorbé chez le sujet âgé (troubles digestifs). Privilégier du Fer injectable en hospitalisation (Ferinject) à adapter à l’Hb.,0,0,0,0,0,0,0,0,0,0
Sels de Fer [FUMAFER; TARDYFERON; ASCOFER],Avec co-prescription de fluoroquinolones,Ne pas prescrire en même temps le Fer et la Fluoroquinolone. Risque de complexation et d’inefficacité de la Fluoroquinolone. Prescrire le Fer à 10h.,0,0,0,0,0,0,0,0,0,0
Fesoterodine [TOVIAZ],Par défault :,Prise en charge symptomatique de la pollakiurie et/ou de l'impériosité urinaire et/ou de l'incontinence urinaire par impériosité pouvant s'observer en cas d'hyperactivité vésicale. Attention; médicament anticholinergique périphérique; une précaution d’emploi est à prendre en cas de constipation chronique. A reprendre si besoin.,0,0,0,0,0,0,0,0,0,0
Finasteride,Antécédent d’HBP,Prise en charge de l’hypertrophie bégnine de la prostate.  A reprendre.,0,0,0,0,0,0,0,0,0,0
Finasteride,Pas d’ATCD d’HBP,Prise en charge de l’hypertrophie bégnine de la prostate. Pas d’antécédent dans le dossier médical. A réévaluer.,0,0,0,0,0,0,0,0,0,0
Finasteride,A rajouter si co-prescription anxiolytique et/ou antidépresseur ou motif urgence « idées suicidaires »,Rappel : Le finastéride; à 1 ou 5 mg; peut être responsable de cas d’anxiété; de dépression et/ou d’idées suicidaires qui; si ils sont imputables à ce médicament; nécessite l’arrêt du traitement par finastéride (ANSM; février 2019).,0,0,0,0,0,0,0,0,0,0
Flavoxate,(À TRAITER),(À TRAITER),3,3,0,0,0,0,0,0,0,0
Flécaïnide,Antécédent d’arythmie sans précision,Prévention des récidives des troubles ventriculaires ou supraventriculaires documentés. A poursuivre sous surveillance. Attention  un élargissement du QRS supérieur à 25% ; impose une diminution/interruption du traitement [HAS FA 2018].,0,0,0,0,0,0,0,0,0,0
